home_rest_days,away_rest_days,home_elo,away_elo,win
3,2,1530.7778651668186,1573.553023339208,1
1,0,1394.1129358878889,1530.0876294043194,0
3,1,1376.771649932127,1601.6857496688115,0
2,1,1491.0268879911532,1312.3369405997282,1
3,2,1624.8949226541185,1476.762946068764,1
2,1,1485.0593492156518,1475.5367627478615,0
2,2,1604.5599642723214,1592.2146301985256,0
2,1,1528.1544616654926,1625.7115997560616,0
3,2,1537.7000366276716,1383.985650383179,0
2,0,1393.1423592556343,1612.893373931942,0
0,2,1575.0018337399806,1406.2843851178984,0
3,3,1473.2054370181115,1408.702780355134,0
2,0,1569.0473962888727,1481.257143813811,1
1,1,1434.866401441111,1474.5434822293932,0
2,2,1514.163947800793,1375.3266176226498,0
3,2,1528.1602363150105,1551.9902378794054,1
3,2,1487.6773346739308,1554.352193978128,1
3,2,1532.3636154468925,1584.3233276930937,0
1,2,1478.6882339845993,1465.3235736177708,1
3,2,1448.0752197566976,1496.8333828022041,0
1,0,1628.4386706235173,1497.5658268077887,1
2,3,1583.9162293089153,1635.0396353174772,1
2,1,1439.130820396146,1273.2604173893426,1
0,0,1545.475544447569,1423.4444520808718,0
1,1,1440.5856916239077,1500.4432674233437,1
0,1,1405.225228507014,1413.1543812067598,0
0,0,1582.704755311918,1479.3343714183106,1
1,3,1363.6720299482076,1489.9139570904072,0
1,0,1574.1484730861232,1447.3851112966024,1
0,1,1479.7822149941553,1505.1575140882137,1
1,1,1483.0762717535576,1550.251942220625,0
2,3,1532.780097569863,1481.09868439752,0
0,2,1546.4959049595402,1463.7444212825012,1
1,3,1433.8925458536874,1486.7388066676901,0
1,0,1557.418048700005,1499.4050922683527,0
2,3,1509.0696430420178,1360.7744347732462,0
1,3,1399.5156165705569,1536.9243134369024,0
2,1,1486.410041313621,1463.9199016442565,0
1,2,1610.502321244714,1600.922805984884,1
1,0,1634.1275838596557,1547.284278051398,1
1,3,1557.3878766086941,1593.6053123375725,0
0,3,1404.7725209465304,1419.1196965028073,0
2,1,1539.248552196471,1470.2890687050058,0
0,2,1568.0688723087355,1400.6033210034072,1
1,1,1558.0566386654978,1443.5847032856539,1
3,0,1562.7963430950335,1600.1684339606873,0
3,2,1529.0610463398025,1618.9992462337996,1
2,2,1494.2070128935566,1408.1493364156431,1
3,3,1451.3306003276784,1463.3377865346174,0
3,3,1348.1651585198804,1493.9043462380841,1
1,1,1527.171341337068,1546.8484513447825,1
3,3,1514.8842274921751,1359.2151789170807,1
1,2,1544.6060674259852,1371.759993477725,0
1,2,1392.9965045365684,1539.1700915097922,1
2,2,1551.6013351452048,1344.076914486566,1
3,3,1664.3636075696622,1464.2562075088904,1
3,2,1506.276010462233,1512.9673446847073,1
1,0,1495.0667744634768,1533.2532775946495,1
2,0,1524.7201884868562,1488.6625523564935,1
0,1,1662.586961976827,1470.7394624761976,1
3,2,1418.1081790640087,1567.5656687773183,1
2,2,1516.2565546715125,1522.8164741092605,1
2,1,1436.0274062161884,1448.2386702438832,1
3,2,1456.2396223324004,1503.017831734579,1
2,3,1496.0327753694448,1530.6535218124955,0
0,1,1607.7858593290848,1637.4589793161106,0
1,1,1644.079248055099,1562.9058934633263,0
0,2,1535.8513715701365,1597.1645484763155,1
2,1,1469.8724221581213,1451.1514082960296,0
0,3,1699.4191093310815,1458.0653674995997,0
0,3,1465.7956414936384,1481.169600574961,1
2,2,1454.309126851221,1488.5141882689468,1
2,1,1358.004556433702,1419.3580033757687,0
2,2,1611.6873255395794,1601.2746901245455,1
3,0,1577.4596473897036,1570.6681310207034,1
3,1,1693.4244428893157,1475.5457710958794,1
0,0,1388.83813182255,1551.3368519211083,1
3,0,1616.6536645983288,1517.831933040307,0
2,0,1505.61084146929,1557.58623847451,1
2,2,1564.4880173440108,1392.4554301179496,1
0,0,1368.1778287116424,1488.3471141442053,1
2,2,1617.4465458132238,1495.3569177675363,1
2,1,1562.9213401065465,1549.8913679689322,0
2,1,1496.8871972171025,1449.7249919054293,0
0,3,1551.6090150128898,1300.0055420734084,0
2,2,1438.76037591662,1413.4640225853664,0
3,2,1453.644793153464,1495.1161611431273,1
2,2,1462.9244309099684,1505.1107380402666,1
0,0,1351.7817710647778,1634.6998498099988,1
3,0,1568.9406795362693,1546.619715252648,0
3,2,1595.3274891346052,1506.5224223385192,1
0,3,1443.8924680188927,1497.408697857485,0
3,0,1527.8562412755855,1588.3346705735755,1
1,0,1478.756762029661,1452.791163827405,0
2,3,1526.2619169664824,1488.777296980752,1
1,3,1449.7938207031177,1412.8593503889358,0
3,0,1429.325987512989,1613.5124838956244,0
3,1,1584.1659908818995,1531.399914960129,0
3,2,1494.8903531900405,1443.3981363196842,1
3,0,1661.768716068278,1490.8435991745353,1
3,1,1503.7047971835311,1540.7720610565025,1
0,1,1425.9137567719606,1479.942486982218,0
1,2,1598.155270114875,1457.242350262992,0
2,1,1550.4640131316817,1447.6581051212536,1
2,1,1558.1498290957138,1527.1169519392893,1
0,1,1595.2480543094334,1471.3556576631452,1
0,3,1447.7762964923365,1463.6993812189803,0
2,0,1489.819735281177,1393.1150595955676,1
2,0,1486.2840134809765,1506.2112461221736,0
0,0,1396.7402770467506,1485.5021248966473,0
0,3,1478.9127879873406,1474.268132108643,1
0,3,1606.910356630146,1515.9016541990975,1
2,2,1518.9870483035077,1559.8401810188718,1
0,0,1392.315093772401,1556.1252377552375,1
2,3,1375.5328470668053,1544.218280071981,0
1,1,1633.1820846998617,1480.7463777091423,1
1,3,1492.7744791795897,1454.6401331247007,1
2,1,1448.2071835438705,1416.486748694205,1
2,3,1478.0806588082398,1452.5474794129534,1
2,3,1381.8153796546135,1501.5720076109255,0
3,0,1613.8476119609295,1437.0971102678013,1
3,2,1468.5557649931177,1507.6845711293954,0
3,1,1609.3921222190738,1422.7634657670508,1
2,1,1504.1321371557851,1367.1206488794382,1
1,1,1614.3625579654752,1565.5524896691836,1
0,2,1520.5355599234467,1462.0468323707323,1
2,1,1568.258613029526,1433.0373077420886,0
0,2,1557.527443687067,1412.4922286962048,1
3,2,1549.8632853001577,1533.842877978432,1
3,3,1527.8347581746168,1609.9926169174373,1
0,3,1481.3719427107533,1467.7540911195085,0
3,0,1653.2347753258289,1482.7549300269934,1
0,3,1427.445041192328,1585.7305471911259,0
2,0,1500.3446113874527,1355.164343651335,1
0,2,1501.1908700166077,1657.3494914330133,0
1,1,1532.1952602674817,1695.5280241861096,0
2,2,1465.64218832844,1283.4929976463934,1
2,2,1525.179704447167,1492.1997416866595,1
1,3,1486.4925931837627,1442.4842374504349,1
3,1,1373.4437986049682,1478.8182583276214,0
3,3,1500.7641829005477,1466.5291944307262,0
0,1,1411.9547733575878,1564.9407278783488,1
2,0,1361.249139004088,1490.9944074425607,1
2,1,1510.9498656551507,1427.1274228640034,1
1,2,1539.0306673615653,1486.22518709639,1
2,2,1542.135843368366,1541.1827389569928,0
3,3,1545.3736565615754,1405.3022937787775,1
3,0,1345.392878324751,1368.3013048824016,1
3,1,1391.1186457674025,1659.4194240668255,0
2,3,1657.8817149450938,1448.6058656233251,0
1,1,1416.2232991938372,1489.011761046438,0
3,0,1548.8672824909352,1468.1763675339541,1
1,3,1445.0449902667324,1543.8470163265713,0
2,1,1506.3738191414052,1641.8231938472836,0
1,3,1449.3396638181125,1546.3947073383426,0
1,3,1544.9232923695715,1378.5307881968008,1
0,3,1510.941929385336,1389.2701258393176,0
3,2,1464.1368181084613,1468.0828179738467,0
0,3,1415.9862304255432,1478.5413440373386,0
0,3,1521.421935799401,1362.243898436272,0
3,1,1402.9824960765927,1565.5472736139552,0
2,0,1534.198483369667,1413.0943553694817,1
1,1,1710.118792722952,1619.4641249700605,0
2,2,1608.013604100961,1645.6506077764577,1
1,2,1557.467830951533,1480.1397173894259,1
0,0,1493.151416180708,1535.1178112334549,0
2,2,1344.8997898397179,1401.4442222332639,0
0,0,1394.2170883279853,1549.894106118329,0
2,2,1602.623428488217,1460.1446061252504,0
3,2,1436.8195135900176,1413.0211742729316,1
3,2,1444.0598321468763,1476.8532009397613,0
1,1,1486.7479619452783,1462.740159327571,1
3,1,1415.0362992922755,1473.9872477596996,0
2,2,1401.8585012358692,1575.9743922253087,1
1,2,1495.9620741774863,1437.1753925891414,0
0,3,1428.677643626237,1638.80183998191,0
1,1,1440.7185136176884,1393.9952293739716,1
2,1,1437.5047179082396,1629.2344218542876,0
3,1,1541.7888171067575,1418.6791502474646,1
0,2,1481.4299447603714,1499.9189413970707,0
2,0,1485.7142425684917,1460.7843109217583,1
3,1,1547.7556717847106,1472.5017062769716,1
3,0,1488.6368313413648,1564.1085789084439,0
1,2,1477.7396985234261,1619.986143778305,1
0,3,1537.6360284456136,1595.2419763964513,0
1,3,1553.4558274846104,1467.6114934126522,0
3,1,1488.2341200393116,1514.7404177923643,1
3,0,1506.4486220496417,1437.433770106531,1
2,0,1437.4567816213337,1420.6759749940245,0
0,0,1431.145356546838,1408.2959275417065,0
0,3,1561.5318001573446,1464.9941354412697,1
1,3,1535.5953650035697,1519.9684504811953,0
2,2,1536.4238750733261,1347.0547872198797,1
0,0,1522.4683478980419,1496.2917037935388,1
2,0,1503.6962620651964,1621.282009963962,0
2,3,1555.7129512658216,1589.75288552593,0
0,1,1574.8087008818227,1453.1852738778666,1
0,0,1572.8982404152518,1388.2501672573771,0
1,0,1491.9377667243211,1536.786424517186,1
2,1,1610.959418392707,1314.6057399833999,1
3,2,1518.2768545385857,1588.812329270614,1
1,3,1550.5900954052638,1482.9130033693407,0
1,1,1522.5670312667903,1646.504025646192,0
3,2,1519.760536598734,1361.8427611538827,0
1,0,1441.1398407799745,1573.4516980166268,1
1,0,1556.108067067586,1491.959293054864,0
1,0,1727.6235515926112,1473.5159574822335,1
0,3,1470.0163940167934,1390.4125227830284,1
1,2,1505.6795772339958,1547.6598325369373,1
2,3,1464.303578852219,1554.0909907821485,0
3,0,1460.9584078750452,1642.8102241572713,1
2,0,1623.5559582494939,1580.6440210288474,0
3,3,1446.1623185818028,1452.488373683541,0
2,0,1462.073562130691,1419.6909933105987,1
0,0,1373.0005741014959,1390.5206853182092,0
1,2,1439.3910620366203,1617.8579476511577,0
3,2,1363.328008563732,1437.7460572577706,0
0,0,1550.5443759369543,1618.4183895177046,0
3,1,1723.9757777469847,1542.0057632689654,1
2,2,1470.6656965079583,1526.3922305275169,0
1,1,1366.659365360781,1475.4505349951762,1
3,1,1571.9999731543787,1552.85383304018,1
3,0,1441.8460032855874,1498.7623389730559,1
0,1,1603.9477544442832,1470.4629366824952,1
0,3,1477.4376761768044,1555.680382931856,0
2,2,1449.4547448733776,1488.4822312623096,1
3,3,1485.763395540345,1436.133217700894,0
0,0,1560.622140874895,1547.986142036852,1
2,0,1481.8063495395475,1494.8811475497148,1
0,2,1460.2620237765036,1539.1128009406243,0
2,0,1484.0934717616904,1463.691211331665,0
2,2,1398.2515852399292,1403.2702956255234,1
0,3,1531.7625281835185,1638.805917001142,0
2,1,1357.0618724924072,1623.728912861086,0
3,2,1464.4702836507588,1570.7027969009569,1
3,2,1560.7508167064595,1468.975145170058,0
0,0,1524.2438626346172,1475.9745621471143,1
0,3,1547.2256458389113,1610.5861956717172,0
0,0,1494.7963461824952,1471.6935969946069,1
1,3,1593.5796944788412,1449.395517092216,0
0,2,1573.9759357415833,1649.7787740509161,0
3,0,1535.691280339814,1496.1857854708903,1
3,2,1574.2036621850834,1641.4740262811076,1
3,0,1560.0338843522861,1388.1286471447997,1
0,2,1464.8429189322487,1541.4547906227601,1
0,3,1392.4880870646932,1665.6866079373292,0
3,3,1533.62897006741,1502.380059572709,0
1,3,1543.6871384665144,1478.8796406185763,0
2,1,1587.2377592910852,1406.5798465921264,0
3,2,1425.0942979963766,1586.5874443548198,0
0,1,1427.485515257827,1438.389753388745,0
0,3,1536.7920213046216,1492.4153152488009,1
0,1,1494.306640891753,1401.2398176165912,1
0,3,1349.1390711543097,1624.5515680077947,0
0,1,1530.0086531003353,1592.3908248580547,1
3,2,1351.8061668008836,1497.4732200629496,0
2,0,1424.37947585013,1407.6680851530457,1
3,2,1608.1345098288086,1622.8725639394106,1
3,0,1645.9903214245692,1470.7254618362283,1
3,0,1402.747490522243,1411.5836127345985,1
0,1,1473.6486770069844,1359.0305590021965,1
1,1,1503.4098018462964,1448.322789448498,1
3,2,1642.4981542065254,1383.6289501976048,1
0,1,1460.5704841740478,1450.174333078174,0
0,0,1461.8492781573377,1559.5526986958173,0
2,1,1623.898044677029,1469.9679868819812,1
3,1,1470.0168677825393,1528.4554705690969,1
3,2,1557.7761367173166,1442.1332272374214,1
3,2,1381.8285627910059,1505.2135253091385,1
0,0,1486.3013804726138,1653.6720657668816,0
3,2,1367.2322529338876,1472.1211137578482,0
3,2,1415.5652975235437,1530.7543550095727,1
2,3,1567.136108412181,1374.7578218025249,1
3,2,1496.007568713063,1621.6084897933497,0
3,3,1474.4715407557621,1461.8234696844108,1
1,0,1440.1000300815265,1584.04269199252,1
0,2,1482.3475141406973,1490.1455763392876,1
1,0,1524.0890533680556,1548.9263492016646,0
0,0,1578.6332965169408,1553.68099417688,1
0,3,1289.9882652722558,1463.8047728389827,0
0,1,1433.4591060589753,1587.352514860948,0
2,2,1512.7276993751204,1439.281210880552,1
2,2,1492.0909507230172,1562.2347376022035,0
2,2,1532.270099402138,1468.7835764666775,1
2,0,1521.4032228901242,1527.9646358905648,1
2,0,1475.6105709605274,1463.040559811659,1
2,0,1457.8517443210258,1503.9980779765276,0
0,3,1480.35988082116,1414.0245038646585,1
3,0,1591.8993879858194,1519.8045587751035,1
1,2,1441.439365367543,1503.535026796767,0
0,1,1494.9754621484835,1456.7877156742022,1
3,0,1514.6673771198737,1495.5977626887764,0
2,1,1624.8280743899566,1510.7203580934329,1
0,0,1475.975339341095,1450.691435738791,0
0,0,1576.7045324808769,1489.6993139416265,0
0,0,1598.558352261202,1419.5558447284063,0
1,3,1494.899658800748,1687.6586431168805,1
0,2,1483.142481673859,1584.7294928166548,0
2,3,1473.6757062361428,1521.8475284505241,0
2,1,1479.5341492605935,1593.7690341981356,0
3,0,1568.3391888461467,1341.6598018652978,1
2,2,1518.480798180441,1295.3856209732794,1
2,3,1518.8231767335897,1468.0567150600075,0
2,2,1409.9821191696133,1389.7148685118314,1
0,0,1422.6007938099813,1481.0715580441336,0
0,1,1671.4757459821585,1516.4525312475919,1
2,3,1485.7739419769048,1573.6331598672489,0
0,2,1438.0182403537312,1408.938881257983,1
0,3,1614.4879332471437,1531.9704548928057,1
0,2,1522.544683894684,1501.1511754521787,0
3,0,1546.2523933491618,1527.8007447946468,1
1,3,1488.9562339774773,1458.418243939712,0
2,3,1474.5061527538558,1610.6508111889696,0
1,2,1486.4330902002168,1491.7193081256219,1
0,3,1389.38094637611,1641.9345778803015,1
1,0,1492.9658072464083,1436.7689077054222,0
0,3,1523.6826461634093,1559.4261871964443,0
3,0,1648.0370587075004,1495.2265215551577,0
0,3,1506.8799252004173,1473.780606666659,1
1,0,1313.2658366231756,1550.5852272374036,1
3,2,1492.4811653772304,1476.0661216648327,1
2,3,1719.1603306486645,1287.0427730274137,1
1,0,1569.3092987988032,1254.9705501460553,0
2,0,1435.1288844953128,1601.793772822724,0
3,3,1547.2885211544444,1598.4206766303757,0
1,0,1440.6389260088208,1650.9872757004757,0
2,2,1391.6953984362515,1498.5977401374257,1
3,3,1472.1304509412741,1396.5892158401687,1
2,2,1507.322115139109,1466.4332925879198,0
1,1,1350.2275598053284,1500.913961228905,0
0,1,1408.067256756909,1419.4369420571913,0
0,2,1500.8268450545884,1631.8859778379094,1
3,2,1467.3461459208836,1679.160230371499,1
2,2,1531.5849016916873,1538.2624560584143,0
1,0,1402.826533815315,1499.1309002641444,0
1,2,1557.129099884264,1396.4026417220455,1
2,2,1405.2992722351844,1623.7147116924841,0
2,2,1631.4187441550105,1506.1045448679238,1
2,0,1362.7393372497347,1476.8668481271511,0
1,2,1412.5956583693269,1538.493927093963,0
2,2,1533.3896642425464,1453.1430776808652,1
1,0,1633.138660119811,1511.7500138497455,0
3,3,1525.2034428892937,1384.6026519323473,0
0,2,1545.0286336145914,1586.9669751401948,0
0,1,1501.4029521338448,1491.647116709146,1
1,2,1417.8881236707846,1592.704068850721,1
2,2,1460.7889321408497,1483.9091057726705,0
2,2,1403.047222401498,1489.1040232972816,0
1,1,1397.7032025778503,1403.0146057366435,0
3,3,1532.1399135455797,1560.7805578414514,0
1,3,1410.1457614329631,1429.9328036781526,0
0,0,1525.564320537869,1461.0862101440616,1
0,2,1395.8541798223123,1500.083774886603,0
3,0,1523.7106416093404,1509.6979346951484,0
0,1,1460.905394482963,1363.5122447825793,1
3,3,1612.5292426920516,1481.5355307609586,1
1,0,1525.8975116463253,1563.618417491497,0
0,1,1598.8626314395312,1469.7329572380877,0
1,0,1439.5482626859846,1482.0214596629344,0
2,2,1504.4914672195334,1512.9924840674182,1
1,1,1421.5130273506977,1489.9231653962402,0
3,2,1466.9115805804465,1417.5587598089917,1
2,3,1479.0316621804297,1497.0923101066476,1
1,2,1441.931342345029,1579.5258536004717,0
2,2,1402.7597712923443,1415.9059242186327,0
3,0,1386.9186141077878,1470.0414488411345,0
1,0,1312.8201507434082,1389.469494085194,0
0,3,1415.4922829197235,1575.3105560392275,0
1,3,1550.1995117337476,1492.6113434529698,1
3,2,1372.1201174389373,1431.984029311531,1
0,1,1390.5501722997356,1507.381248011454,0
3,0,1643.2718856986332,1403.7119828083637,0
2,3,1449.0803160121397,1417.3203574831675,1
2,3,1525.683680733187,1383.1893176118576,1
1,0,1551.3853717200395,1414.657660995408,1
3,2,1553.0020903825025,1608.5870067199844,1
0,2,1378.2148615513552,1441.3505334973922,0
1,1,1481.5152256080407,1537.2980098121184,1
1,3,1370.5418184385287,1433.0958864035263,0
1,0,1695.7054287128258,1560.7626996610575,0
1,1,1372.409978878752,1417.9134399254947,0
0,0,1416.1727824904144,1503.1382342209406,0
0,2,1416.7519316126795,1504.228104789516,1
0,2,1380.2671618621696,1686.2244269141274,1
2,3,1608.2075127805235,1550.4340230384132,1
1,2,1693.7958320866796,1452.5676788536582,1
2,0,1461.9400704549905,1554.803917092041,1
2,1,1394.3661482524471,1671.0539576388167,1
2,0,1321.0459601019184,1369.6291127612565,1
2,2,1480.4713025182318,1432.6014365945018,1
2,2,1474.6907661470846,1481.0481952709365,0
2,3,1447.8963098911884,1466.6329418286439,1
2,1,1517.7100203180983,1473.37946413361,1
2,1,1531.6138514252389,1395.6614187525406,0
1,0,1525.846660635032,1612.316484284001,1
0,1,1474.710010242521,1386.1913121218704,1
3,1,1411.870253634059,1483.9829752302,0
1,3,1553.2666478245374,1583.666447340856,0
2,3,1501.0011007537225,1497.5852114283318,1
0,0,1571.0686019867721,1421.6484666477784,0
1,1,1563.2060439577785,1392.1059474900833,1
2,2,1386.2590344762307,1481.6000643177774,1
2,1,1385.2622234033918,1439.4376347319626,1
2,0,1439.5567425007578,1516.4184873362383,1
1,3,1415.4987673367466,1387.8839081820656,0
3,2,1560.420142078088,1565.0428589510097,1
2,2,1528.1047740790334,1509.243961853157,1
3,1,1587.934719502825,1515.1869115481982,1
2,3,1531.7189453928734,1615.2861422592014,0
2,0,1516.6919665498694,1464.9763601302507,1
3,1,1595.9783824275337,1441.9346644213422,1
0,3,1537.5781871788038,1456.17890973225,1
3,3,1505.4480770750174,1484.5978744381393,0
3,1,1618.436242714455,1492.7228084166936,1
2,2,1509.214470652223,1433.5441810718582,0
2,0,1475.6527516065662,1338.1531797573552,1
2,0,1432.974139297788,1455.125679929677,1
1,1,1556.242036723633,1528.7860533029511,1
3,3,1598.9640433473976,1510.9006645002794,1
0,2,1495.9530078853256,1595.9643575860662,0
1,1,1604.633249902387,1656.4389235171031,0
2,1,1342.398797442274,1560.7467017166775,0
3,0,1495.563730015367,1610.6016513926581,0
1,1,1496.792407031645,1561.3419433810495,1
1,0,1441.8404502074122,1636.7919404741906,0
0,0,1690.7088830385499,1648.0682907433015,1
0,2,1494.704589384899,1576.0932136623142,0
0,0,1467.3815382716452,1556.5104117139667,1
0,0,1502.0769690746804,1483.5814262450106,0
3,2,1339.7749009179336,1496.6930175228872,0
3,1,1439.2105659724068,1472.9730134919791,0
3,1,1578.6591975556323,1549.7001288716044,0
0,0,1449.684371605378,1442.372157011252,1
0,0,1433.6899869759782,1484.7115032176073,0
1,1,1604.762050921152,1311.586409185736,1
2,2,1607.2203520761464,1637.8471915818009,0
1,1,1541.3592377728914,1482.3620333930946,1
1,2,1463.5906132769067,1536.446434986926,1
0,2,1480.8423147906942,1616.6229355769121,0
2,1,1435.6680030740033,1524.0234749952945,1
1,1,1420.4181504777084,1615.5474961674745,0
0,1,1416.4466809353255,1400.6609750278906,1
2,0,1450.5556474571833,1691.790127167816,0
3,2,1417.2223207452205,1586.9688158791012,0
0,2,1374.903590516548,1516.7361993989314,0
1,1,1517.5522135803124,1614.0063466100357,1
3,1,1518.767646471475,1406.5092091208503,1
2,1,1636.0634206742652,1476.9108096984405,1
3,2,1446.5329305316238,1615.5400317121903,1
1,3,1523.6880471698616,1350.6351855284029,1
1,0,1525.0170063419841,1544.8366219967045,1
2,1,1479.6929951099573,1542.5740927876122,1
0,0,1559.5466870999742,1657.538065345773,1
0,1,1562.0183349480571,1373.363566422221,0
2,0,1526.192887615803,1628.7704845625308,1
2,1,1479.5488235961764,1455.2423405480877,1
0,1,1471.397591315637,1464.2392432070517,1
2,1,1390.5796880962353,1402.2396490432166,1
1,1,1435.5265777105847,1412.971837002646,0
2,3,1450.239398087865,1532.281787796314,1
3,3,1410.0822590056453,1411.0134468174915,0
0,0,1535.193917335013,1559.2227466922332,0
3,1,1595.7302295189609,1446.9627162424197,0
1,3,1427.355005413668,1402.9572955321082,0
3,2,1522.675314859571,1457.7752682912085,0
1,0,1417.2711088376232,1526.9365753405045,0
1,2,1475.606226324867,1477.8117390455184,0
3,0,1444.7736336657779,1502.736809466624,0
2,0,1548.1516518885153,1555.6965969468868,0
0,2,1445.6969460926257,1586.593716129356,0
2,2,1580.9328330965318,1475.1923753128456,1
3,3,1480.342338107024,1416.4622387539073,1
1,1,1448.0317032324135,1506.0875583138013,1
3,3,1399.735579012387,1537.6519668883257,1
2,1,1520.256360823628,1383.141975522244,1
1,2,1571.6174721780944,1428.7513362393931,1
0,0,1521.86570052295,1442.4650483229648,1
2,0,1679.106533313154,1483.3742249023699,1
0,3,1614.3829961976335,1439.1172877098572,1
3,3,1475.3977788226387,1556.563258007752,0
2,3,1474.5578052954345,1371.5893438833266,1
1,1,1537.5757375588282,1373.622504224446,1
0,0,1432.9584655659453,1473.288895079083,0
2,3,1593.303064522599,1485.9477756688116,0
0,2,1528.9280417474868,1383.6284901713516,0
1,0,1520.5167128686826,1451.4600925881948,0
3,3,1554.9562934216654,1467.916494606473,0
3,3,1637.8263906695247,1468.5361642382284,0
3,1,1513.6764281750004,1512.1505186631432,0
3,3,1490.9567703302891,1447.073689246115,0
2,3,1620.6975698658064,1618.2269040006618,1
0,2,1577.4040332792908,1539.0563711786858,1
3,2,1474.3216127693022,1435.4309183486941,1
3,1,1500.4149158927216,1507.560919469406,1
3,3,1515.630473275104,1509.9212254884485,0
2,3,1528.9450355683987,1597.1777179598225,1
0,3,1391.472011924871,1451.969405686692,1
2,2,1376.6012313758752,1561.3870958176458,0
1,0,1429.0087982398036,1503.3483580625982,1
3,1,1422.8209245590926,1619.3253213159012,0
1,1,1448.4940788821998,1603.2713162111527,1
1,3,1550.7768513672004,1515.758344367408,1
0,2,1486.4856674940208,1479.0173903187151,1
3,2,1515.7115684008152,1540.5284727743565,1
3,0,1402.055727196619,1485.5639978298268,1
0,3,1463.0686237663244,1634.4245684782668,0
1,1,1546.9806129395872,1506.277606254161,1
1,0,1547.596196654144,1467.548589398973,1
1,3,1442.0340937449673,1463.230793114086,0
3,0,1512.9329909103642,1402.9571531841034,1
0,0,1675.9078282785865,1544.5247302474659,1
1,0,1498.592165659549,1434.3991037888397,1
0,1,1444.5450443086045,1587.8518601750197,0
0,0,1486.0990088510273,1396.5651956798743,0
3,3,1507.3741686021467,1510.17931591786,0
3,2,1487.906529544756,1592.0179006797962,0
0,1,1497.4916239458798,1327.820234830109,1
2,0,1384.5242562450528,1661.4612435033748,0
0,1,1422.989561993124,1465.9771842241512,1
0,0,1488.0531810342802,1511.2876305729712,0
1,3,1486.7785623982052,1545.7159380413075,0
0,1,1454.7048580112,1558.0903244892443,0
1,1,1485.8389131138852,1521.9107150607745,0
3,0,1504.8811884331365,1579.7907666965093,0
2,0,1571.153076521962,1541.5256570337451,0
2,0,1492.0630611819158,1640.8704912025844,1
1,0,1531.9282564238601,1541.7862034283678,1
0,2,1456.6719758852864,1657.170841590647,0
0,3,1545.7676578878786,1572.0863072190125,0
1,3,1530.0584238089884,1355.539989938539,1
0,1,1569.2653602543855,1708.8882142710272,1
3,3,1557.076836995559,1454.0524713218224,0
3,2,1547.0988498304916,1619.6435212161389,1
3,0,1492.1266073073775,1502.1434754495551,0
2,0,1519.5951381635575,1584.8872206082065,0
2,2,1585.080714276122,1444.9216871307365,1
2,1,1447.8340344477765,1550.059563447167,1
1,0,1449.7273777042508,1479.7447563684475,1
2,3,1514.514511836029,1626.3202489271912,1
3,2,1533.2223752212362,1535.0934533933607,0
3,2,1434.0714800588796,1574.8754113041252,0
2,3,1494.0189949269354,1326.8738502821543,1
0,3,1492.4800980616972,1493.15418561691,0
2,3,1322.7775907517223,1532.8441308046636,0
1,1,1482.4324808592992,1517.8891925151765,0
2,3,1487.4145733721227,1576.892577097428,0
2,2,1487.1765645741584,1470.7276603890036,0
3,2,1613.2731419661814,1503.9029684027705,1
1,3,1402.73613611929,1594.4981411531994,1
3,0,1434.030194303631,1317.7048797243715,0
3,1,1291.0243361344533,1547.1480401310673,0
1,0,1461.5266667060687,1473.2892139205157,1
1,1,1468.3485156699198,1427.0145500357103,1
2,1,1459.2018258932594,1526.9235379420784,1
3,3,1588.6141871587008,1598.1961037446924,0
2,3,1568.849401786957,1583.1315065187346,0
3,1,1506.2285379413843,1489.1909575274697,1
1,1,1470.350955716811,1570.059277100876,1
2,2,1582.095173448549,1569.4454318756675,0
1,3,1498.4193712131319,1493.0102983605466,0
3,3,1434.5383968865233,1444.5535558409433,1
1,0,1362.7001058012358,1449.1812775102137,0
2,0,1464.6948404883453,1567.028267909451,0
0,2,1560.3714893738088,1496.6282549029847,1
3,1,1682.1230951634473,1416.305422421553,1
1,0,1504.9288276951581,1365.21097315927,1
1,0,1438.7715587903756,1566.5465161677103,0
2,1,1405.2027833372629,1456.257726218862,0
1,1,1544.156391704448,1526.4310204524786,0
3,2,1358.8307158092584,1599.1765525655298,0
2,0,1544.0276081123911,1395.2860418517212,1
2,2,1565.416928501033,1496.3890095589725,0
0,2,1534.9023562586292,1486.3444683024904,1
0,1,1482.4270662449153,1530.3794300502368,1
1,0,1545.195252283745,1599.1327998736347,0
3,2,1513.675069690264,1393.6438548270073,1
3,2,1437.7500926511527,1545.5838358964613,0
2,1,1648.032985790002,1582.521901999496,0
2,1,1471.8656496311587,1485.0898348834573,0
1,2,1562.0601840359927,1489.0042405685501,1
0,1,1306.510857384343,1533.4759495187939,0
0,1,1602.1176706224744,1527.5853662311831,0
1,1,1617.5010995723665,1546.5882085893697,1
1,1,1502.386702970131,1544.9024421120973,0
0,2,1544.7016827790208,1421.442215550748,1
1,1,1544.681214528605,1579.2213198163954,1
0,1,1448.577314428742,1593.3426529752192,0
2,2,1543.7697844351471,1514.8866314952238,1
3,1,1435.3095624101957,1380.4675754760267,1
2,0,1451.299446108374,1490.8203435199928,1
1,3,1590.1554514569839,1515.5524701552454,1
1,0,1577.9726152560163,1408.4319809770545,1
1,2,1443.4899598307366,1471.1889549138389,0
